-2.986794714753355229e-01,-1.603388853954079984e-01,4.933250870300840973e-01,3.821199111480600985e-01,2.988563813603195007e-01,-1.293179804274494638e-01,3.826564958451351139e-01,-3.330753170238320293e-01,-7.123054661758061734e-02,1.307596872997066895e-01,-6.600003382434335708e-02,7.692674287646131780e-03,3.034023086565411642e-01,-5.241389818902392195e-01,3.266673219053654181e-02,4.077898539767064734e-01,4.749976750099165201e-01,3.376751867663378426e-01,4.459846967355451386e-01,2.686817410891097491e-01
-4.902020234996441461e-01,-2.729416169909755774e-01,-4.202113406142197749e-01,-2.877019759731785919e-01,4.211730455010454510e-01,-4.694714813723312452e-01,-3.850186732672954970e-01,5.642549508531005120e-01,1.993641541197302691e-01,3.280759745828110696e-01,-1.429280468667200972e-03,-3.291329466894334921e-01,2.525504667745573709e-02,9.778586724055123025e-02,2.848990937970836135e-01,2.954750670202837548e-01,-4.847600714037309522e-01,4.918089749905003027e-01,-1.241974657181780031e-02,2.321704151539093902e-02
-3.359850721848929855e-01,-4.267581694855685503e-01,-2.473165298293437397e-01,-4.818102934151141659e-01,-3.864382397279705339e-01,3.411956200476878309e-01,1.707232091189737899e-01,2.339181634991743808e-01,1.432015791451946296e-01,4.889692892654015632e-01,6.543095924566910693e-01,-4.531519992542644704e-01,-1.568110649604257945e-01,-3.343180019964575034e-01,-8.972147613317822679e-02,3.786411794092293115e-01,2.834831961759496921e-01,-3.581466379603657213e-01,-1.436738443870113832e-02,-1.162623845654083832e-01
-4.399892706711708290e-01,-3.803907724510220967e-01,-1.549348971411063924e-01,2.741717174674301871e-01,-4.595300626530606225e-01,-4.242961055683326377e-01,1.848595209037425663e-02,1.694728447478071331e-01,-2.104590206560094101e-01,-4.228323505979363905e-01,2.818100267071079190e-01,1.260542092383087065e-01,4.266333167597231579e-01,-2.671418112512645160e-01,4.880007919301090902e-01,-1.227483180197630058e-01,1.088932856377151370e-01,4.637805179926408616e-01,-1.662129573811414185e-01,-3.845358526340947880e-01
-3.086324820614480546e-01,-3.699396377392998314e-01,-2.579259483965440913e-01,5.339321267743442068e-01,7.899247300173972697e-02,7.863890060114588076e-02,4.571709237703912021e-01,-2.783895550891682391e-01,-5.358175196962822184e-02,-3.779077664142043158e-01,1.475833596678986503e-01,-9.765499476322535288e-02,-2.687691243223876980e-01,-4.393658406275430250e-01,1.435739032912296265e-01,2.509748778561305960e-01,6.459450049791881643e-01,4.456237549880936455e-01,-1.236490381373666070e-01,-3.372851253522652915e-01
-2.879266388748491501e-01,-5.949828763721740632e-01,3.440787847053946580e-01,7.207261715437230931e-01,-3.135387236816910561e-01,2.603465179828712839e-01,-5.715294124234014950e-01,2.078618122565825399e-01,3.686846980683464170e-01,-7.949611821661572986e-02,3.292262615399524361e-01,-3.158495118766900256e-01,1.050254865079331551e-01,2.680982879761779625e-01,3.077926562004251396e-02,-1.306729587295099582e-01,5.779514821587120599e-01,1.355033520769093891e-01,1.445503068907796340e-01,-2.725342939687830368e-01
4.510373058256198497e-01,5.389054531954968752e-01,1.892754847926050518e-02,-4.425330511331297401e-01,-6.385140758248673831e-02,3.772761365378147214e-01,3.803383798159741258e-01,5.107534687497571335e-01,3.302494566217552274e-02,6.556065516366609003e-02,1.585484940267671283e-01,1.218943994940196451e-01,2.689423313724128572e-01,-1.087490396133041354e-01,-1.212133791630625734e-01,4.396732733574084534e-02,1.728207154843774684e-01,-1.376327271187206547e-01,-1.356969726029806089e-01,2.924226950687563997e-01
-1.706779442240628220e-01,2.355435684829136345e-01,-1.221080706299828567e-01,-1.493181701343540037e-02,5.865930558793162192e-02,-1.216473611633454507e-02,5.472118370701445356e-01,2.815436253195400251e-01,-5.256147604278573748e-01,3.175527841460730749e-01,5.313212119394661315e-02,-4.332526895194795807e-02,1.831899033489598205e-01,-8.041800914825515401e-01,2.455928114236020574e-02,5.252011913874300442e-01,2.402781991451005961e-01,-4.992230926682662551e-01,4.275701802272073304e-01,9.392444939866994025e-01
1.178637315875854658e-01,-1.201818652540643656e-01,-3.486266282588831311e-01,5.193528219304713867e-01,-3.769690794624066532e-01,4.791228614747510828e-01,3.832230810945215782e-01,-3.657951035218132141e-01,-3.456745314286914783e-01,-3.307850008909326012e-01,-2.784400121035239262e-01,1.386643409463094063e-02,-1.758608861679031021e-01,4.029545608688838709e-01,2.445825584576725997e-04,1.770437449853912437e-01,-1.421520477703541452e-01,4.207843647248076246e-01,-1.280662450429137789e-01,2.933396377205753081e-01
9.682702167821803652e-02,3.405712381193464755e-01,3.691192361389586951e-01,-2.085158266347609257e-01,1.862055341646567941e-01,-7.602179497483398107e-02,4.540266788855819025e-01,4.707964439861445083e-01,3.993988930596130138e-01,2.427434115097928669e-01,-3.881705338033976105e-01,4.454962975067600639e-01,-4.135809625940021217e-01,-3.905360669109536609e-01,7.177140677609084030e-01,9.025448315773797192e-02,-4.268943845482641164e-01,-4.101149763916605434e-02,-2.718244676441269880e-01,-2.493131370918005851e-01
