-4.017001898984341679e+00,2.395524238492505287e+00,1.568106699133883897e+00,-3.508944782396385409e-01,1.071517230760940187e+00,-2.024452842064606184e+00,-1.986871656476953518e+00,-1.360643010376199724e+00,1.609161116460407603e+00,3.013271946859579220e+00,-7.488573584460836985e-01
1.531814805314289041e+00,-6.731473003394807808e-01,-1.525270215724778000e-01,-2.851780943957992420e+00,-5.702788037969085622e+00,-1.618508285549330461e-01,1.707335467583083632e+00,1.850593053654552733e+00,7.624723003890109263e-01,1.649598900506809906e+00,2.047091116819416134e-02
5.069945702236474672e-01,-3.967403815184080251e+00,-3.252490237631739056e+00,2.911457402027869623e+00,2.043323564888397392e+00,-2.640381285144882906e+00,2.674698230623741235e+00,2.299734729482929424e-02,4.815739923187490890e-01,-9.725414676735467667e-01,-2.518325291218825313e-01
6.513052042133157249e-01,3.490426493207243741e+00,-2.951368214428084169e+00,-7.612616946884364078e-01,-9.889365300250790858e-01,-4.397956149673118986e-01,-1.705288257244436334e+00,8.430188867701946531e-01,2.594833495780496158e+00,-2.763194147814141743e+00,1.156957548297081334e-01
-9.939703439876701463e-01,-1.421975465450811438e+00,2.867669215430527885e+00,-1.841979956368692273e+00,1.470152154252440058e+00,1.779747587469169279e+00,1.314916157695073640e+00,-4.914567734580835845e-01,-1.379033240055257625e+00,-3.045262792050484002e+00,-4.337495779551597819e-01
-3.432351769944211206e+00,4.447011506310641238e+00,-2.969215921874394759e+00,1.145354470665687963e+00,-1.847376666151008040e+00,1.489055850189806851e-01,4.502168525488501771e+00,6.751871768814587949e-01,-1.685320363193019588e+00,-4.734348287467837757e-01,-3.476773742834762260e-01
-7.074195468956220312e-01,-2.772114236263863774e+00,2.391430119443417879e-01,-2.443276161341701780e+00,3.345089404365486629e-01,-3.583561653840366956e-01,1.985651143934847207e+00,1.591841017023727600e+00,2.425818843149954329e+00,-4.607478339820534785e+00,-4.934503562855181991e-01
1.308065395169593081e+00,3.120463454941072357e+00,2.488581984967541683e+00,-2.294819448536379980e+00,1.583404300862709446e+00,-2.382189332995190423e+00,7.505457238129604677e-03,-2.701268978409745447e+00,-1.910709542241661341e+00,2.477330779714970621e+00,-1.693567682077359582e-01
-6.621045055194373363e-01,-9.163579364251362991e-01,-4.170643118998672572e-01,4.607273564804786337e-01,-2.994042969295235945e+00,1.312365314826829055e+00,-2.112229329906964548e+00,-5.397209121301380641e-01,-6.011691753481394063e-01,3.308396263713146546e+00,-3.103258941772773505e-01
1.988167409313177814e+00,-1.889965986542456067e+00,5.122383187611745381e-01,-1.174326413752518006e+00,5.704366492869082927e-01,-1.615760490122585047e+00,-3.291283682127061461e+00,-1.499036895188953888e+00,2.185201901414504988e+00,1.684576799715210349e+00,-1.170773464639449646e-01
-1.218517343538388253e+00,-2.417353070083601452e+00,5.949867376192750079e-01,1.345423315832614763e+00,9.372420600594293383e-01,3.150624285624699983e+00,-5.671360465140474344e-02,-2.190020746248130479e+00,-1.014409403169647117e+00,-2.594088381692977840e+00,-5.435599935738905097e-01
-2.722650988853721477e-01,3.095365250726389017e-01,1.715092760865042920e-01,-1.039828538230484822e+00,2.014724631367505570e+00,-1.545109826944536469e+00,1.039422588788416091e+00,1.694422063356904928e+00,-3.229058483709198235e+00,5.693845144732779806e-01,-6.735269505485756980e-01
-2.472551263781401332e+00,2.847924647783346419e+00,-2.802681738087062335e+00,-4.406319064609959257e-01,1.524406368764604225e-01,2.740788093119435054e+00,-2.182978276091652514e+00,-4.056744277091548501e-01,2.805194783811736592e+00,-1.377023584224080777e+00,-6.096069432358279805e-01
3.146858654487937113e+00,-3.666863339005201339e-01,-1.103998007804388726e+00,-1.597788900294437653e+00,-1.002580984138810916e+00,1.061343464469130388e-01,-2.740352827724671148e+00,2.741060360035417087e+00,-3.522396720935805359e+00,1.615474841323492727e+00,-2.295825459928915457e-01
-3.296377602517294725e-01,-1.926178027898154954e-01,1.275705011715964732e+00,-7.422746035690543920e-01,2.415488547876543546e+00,1.384755260321026249e+00,-2.201870912600193630e+00,4.215827359539024433e-01,-2.426773550809190549e+00,-1.094236635753891740e+00,2.801773549767759899e-02
-2.197237959976297894e+00,-1.086504966249094428e+00,3.522099758856381602e+00,3.052515353276022747e+00,-2.853528845923067880e+00,-1.271639412504065092e+00,-1.121389968374146839e+00,-1.944039410416144031e+00,3.007457809796166837e-01,5.912371040065111938e-01,-3.570216958581245437e-01
-1.027003763047638518e+00,-3.932115735541856782e-01,6.269324153657187537e-01,3.272103789230700888e-01,-2.010824946108703770e+00,1.612825652134931342e+00,-1.138643479064322284e+00,4.488346719730720857e-01,-1.909334007812037326e+00,-3.184951872045195476e+00,-3.409592726985303246e-01
-8.358128131738693511e-01,-4.468901194303970037e+00,-4.192865817945230056e+00,2.982158137410944487e+00,2.735322326182521913e+00,-7.023309101892204476e-01,-4.086994370633227014e+00,2.932491464678060655e+00,1.608826201845557080e-01,2.503412272408350958e+00,-7.260892475946532088e-01
2.403925201950668278e+00,-1.119360791387649240e-01,1.179277966868693239e+00,-2.502122236399579425e+00,-5.079003310870893184e-01,7.505175424780295979e-01,8.285051120569215943e-02,-3.183423693059378667e+00,2.080180200342125918e+00,-2.502985109623039328e+00,-3.019026654476320570e-01
1.754816450721599752e+00,-8.703793873624359190e-01,-1.270883472856280116e+00,1.404925577843691542e+00,-1.462058235070989864e+00,2.535148995952051232e-01,2.489977663479870706e+00,-2.942749578007480160e+00,-1.456081407643659231e+00,-1.396105870949528871e-01,-7.793532059342019869e-01
